subject_id,source_region,target_region,reward_block,n_sessions,source_added_r2,shift_source_added_r2,real_minus_shift_source_added_r2,n_trials
615564,Isocortex,MB,no_reward,1,-0.025359802731517833,-0.05777221041629388,0.032412407684776046,17
623319,Isocortex,MB,engaged_1,1,-0.08302884240276898,-0.06257524027469885,-0.020453602128070125,12
623319,Isocortex,MB,engaged_2,1,-0.006361796308170686,0.003504363633985874,-0.00986615994215656,12
623319,Isocortex,MB,no_reward,1,-0.012076059725892652,-0.01056929125153494,-0.0015067684743577114,12
623322,Isocortex,MB,engaged_1,1,-0.0007140099146718537,-0.02543709779678971,0.024723087882117856,22
623322,Isocortex,MB,engaged_2,1,-0.01068019599238701,-0.0038189482211663517,-0.006861247771220658,22
623322,Isocortex,MB,no_reward,1,-0.011915426715823796,-0.02097346823611801,0.009058041520294213,22
626279,Isocortex,MB,engaged_1,1,0.01819852057736837,-0.026019733827476355,0.044218254404844726,21
626279,Isocortex,MB,engaged_2,1,-0.014641105019772338,-0.0011416962264727548,-0.013499408793299583,21
626279,Isocortex,MB,no_reward,1,-0.005201386886451553,0.0009298773805758165,-0.00613126426702737,21
632295,Isocortex,MB,engaged_1,1,-0.008389245200477013,-0.02707464487110889,0.018685399670631875,14
632295,Isocortex,MB,engaged_2,1,-0.03789312662198974,-0.04584828156395093,0.007955154941961196,14
632295,Isocortex,MB,no_reward,1,-0.012955093810167684,-0.001940084725161162,-0.011015009085006522,14
640887,Isocortex,MB,engaged_1,1,-0.0075228187225646614,-0.0028577465949347625,-0.004665072127629899,23
640887,Isocortex,MB,engaged_2,1,-0.004610996961815106,0.0011405215571704819,-0.005751518518985588,23
640887,Isocortex,MB,no_reward,1,-0.06885969848507689,-0.13915763086319166,0.07029793237811477,23
640890,Isocortex,MB,engaged_1,1,-0.0062461708040144615,-0.00337516288258799,-0.0028710079214264717,27
640890,Isocortex,MB,engaged_2,1,-0.009466209044333818,-0.011786354002934929,0.0023201449586011114,27
640890,Isocortex,MB,no_reward,1,-0.0132131546554346,-0.02998351165257429,0.01677035699713969,27
642504,Isocortex,MB,engaged_1,2,0.0022863729706326663,-0.012484983347663015,0.01477135631829568,34
642504,Isocortex,MB,engaged_2,2,-0.004886652305131967,0.0015994396573354996,-0.006486091962467466,34
642504,Isocortex,MB,no_reward,2,0.01733956082994703,-0.02904089182562264,0.04638045265556967,34
614547,Isocortex,STR,engaged_1,1,0.005017141288879756,0.015571472020323274,-0.010554330731443518,15
614547,Isocortex,STR,engaged_2,1,-0.009909252280315806,0.005422767878562551,-0.015332020158878357,15
614547,Isocortex,STR,no_reward,1,-0.001590252273788506,-0.005833762366278417,0.0042435100924899105,15
614608,Isocortex,STR,engaged_1,2,-0.028357455996674552,-0.012085691165059975,-0.016271764831614577,41
614608,Isocortex,STR,engaged_2,2,-0.011928899716676267,-0.004903351973130132,-0.007025547743546134,41
614608,Isocortex,STR,no_reward,2,-0.0076371795649616825,-0.024758702647590447,0.017121523082628765,41
615048,Isocortex,STR,engaged_1,2,-0.00958708085000659,-0.009469585047666484,-0.00011749580234010626,35
615048,Isocortex,STR,engaged_2,2,0.005600722501950872,-0.0038106053948289142,0.009411327896779786,35
615048,Isocortex,STR,no_reward,2,-0.014144381088253444,-0.013371231407857287,-0.0007731496803961568,35
615564,Isocortex,STR,engaged_1,2,-0.019046223073052537,-0.0057893880490137994,-0.013256835024038738,33
615564,Isocortex,STR,engaged_2,2,0.002847332954540538,-0.0011271586879620932,0.003974491642502631,33
615564,Isocortex,STR,no_reward,2,-0.003265094530168877,-0.022139528972568046,0.01887443444239917,33
623319,Isocortex,STR,engaged_1,1,-0.006141781085328701,-0.009511890807372358,0.003370109722043657,12
623319,Isocortex,STR,engaged_2,1,-0.003651167709638803,0.0003887906516683026,-0.0040399583613071055,12
623319,Isocortex,STR,no_reward,1,-0.020465699893763678,-0.032868718456245394,0.012403018562481716,12
623322,Isocortex,STR,engaged_1,1,-0.007559034138474252,-0.005007500402614551,-0.0025515337358597012,22
623322,Isocortex,STR,engaged_2,1,-0.0038423086039013343,-0.002900994808869073,-0.0009413137950322614,22
623322,Isocortex,STR,no_reward,1,-0.0026763685861764808,-0.0022942881179476293,-0.00038208046822885144,22
632295,Isocortex,STR,engaged_1,2,-0.017960557308813963,0.004109890310479147,-0.02207044761929311,26
632295,Isocortex,STR,engaged_2,2,-0.01698038797254392,-0.007707341946617818,-0.009273046025926102,26
632295,Isocortex,STR,no_reward,2,-0.04251984339613979,-0.010040221385204884,-0.032479622010934905,26
638387,Isocortex,STR,engaged_1,1,0.0017146978091165943,-0.004348731655255622,0.006063429464372216,21
638387,Isocortex,STR,engaged_2,1,-0.004887214997740474,-0.00636151063171142,0.0014742956339709457,21
638387,Isocortex,STR,no_reward,1,0.0033962077547400327,0.002203947169518772,0.0011922605852212609,21
640887,Isocortex,STR,engaged_1,2,0.0038594190751516932,-0.010233394674623364,0.014092813749775057,48
640887,Isocortex,STR,engaged_2,2,-0.014290088474113782,-0.05084030378385196,0.03655021530973818,48
640887,Isocortex,STR,no_reward,2,-0.00024728616604186016,0.011474527012019398,-0.011721813178061258,48
640890,Isocortex,STR,engaged_1,2,-0.011330048724913278,-0.020172414139740358,0.00884236541482708,49
640890,Isocortex,STR,engaged_2,2,-0.011703170106263039,-0.017871858851822853,0.006168688745559814,49
640890,Isocortex,STR,no_reward,2,-0.0008535535485038048,-0.005574895663739365,0.004721342115235561,49
642504,Isocortex,STR,engaged_1,2,0.010511180400674502,-0.03658911737951992,0.04710029778019442,34
642504,Isocortex,STR,engaged_2,2,-0.0027536311058130036,-0.009372178217287919,0.006618547111474915,34
642504,Isocortex,STR,no_reward,2,-0.005025498278653562,0.0010772543310459959,-0.006102752609699558,34
614547,Isocortex,TH,engaged_1,1,-0.02063196364057407,-0.0025929935482224,-0.01803897009235167,15
614547,Isocortex,TH,engaged_2,1,-0.015374418569832793,-0.01324023242714456,-0.0021341861426882325,15
614547,Isocortex,TH,no_reward,1,-0.009133306310631917,-0.0264236331716573,0.017290326861025385,15
614608,Isocortex,TH,engaged_1,2,-0.006601466796718636,-0.002589467678331292,-0.004011999118387344,41
614608,Isocortex,TH,engaged_2,2,-0.007392403116288249,-0.00017459773742478646,-0.007217805378863462,41
614608,Isocortex,TH,no_reward,2,0.007071682878403263,-0.029817074454709158,0.03688875733311242,41
615048,Isocortex,TH,engaged_1,2,-0.008960042989544281,-0.0178100565163396,0.00885001352679532,35
615048,Isocortex,TH,engaged_2,2,-0.004102203016337236,-0.007796653553001132,0.0036944505366638958,35
615048,Isocortex,TH,no_reward,2,-0.008431096719014597,-0.010989865527911147,0.00255876880889655,35
615564,Isocortex,TH,engaged_1,2,-0.008323613793611906,-0.0108214277870331,0.002497813993421194,33
615564,Isocortex,TH,engaged_2,2,-0.0030814962888240927,-0.0024842064024439003,-0.0005972898863801923,33
615564,Isocortex,TH,no_reward,2,-0.014792725494962855,-0.05232706290143718,0.03753433740647433,33
623319,Isocortex,TH,engaged_1,1,-0.004780871888612093,-0.0003457223985438018,-0.004435149490068291,12
623319,Isocortex,TH,engaged_2,1,-0.004021294823307153,0.003567280662567174,-0.007588575485874327,12
623319,Isocortex,TH,no_reward,1,-0.030458225198720434,-0.024149426989565237,-0.0063087982091551975,12
623322,Isocortex,TH,engaged_1,3,-0.010776438656474782,-0.008620542408010579,-0.002155896248464203,67
623322,Isocortex,TH,engaged_2,3,-0.012354472189672746,-0.006313194063730247,-0.006041278125942499,67
623322,Isocortex,TH,no_reward,3,-0.0034647306411279186,-0.021485390571424918,0.018020659930297,67
626279,Isocortex,TH,engaged_1,1,-0.003469963358043615,-0.008673474262981151,0.005203510904937536,21
626279,Isocortex,TH,engaged_2,1,-0.006023971642784676,0.005068047036809853,-0.011092018679594529,21
626279,Isocortex,TH,no_reward,1,-0.013406936443397965,0.005592539653832107,-0.018999476097230072,21
632295,Isocortex,TH,engaged_1,2,-0.015340963257598927,-0.008405332027682566,-0.006935631229916361,26
632295,Isocortex,TH,engaged_2,2,-0.03254438999285514,-0.01337936655932398,-0.01916502343353116,26
632295,Isocortex,TH,no_reward,2,0.007697637304575733,-0.03224005542766123,0.03993769273223696,26
638387,Isocortex,TH,engaged_1,1,-0.009147984173410562,-0.013241102642411295,0.004093118469000734,21
638387,Isocortex,TH,engaged_2,1,-0.0036250011164183915,-0.004112965729221929,0.00048796461280353753,21
638387,Isocortex,TH,no_reward,1,-0.013997005689826314,0.004205472691144352,-0.018202478380970666,21
640887,Isocortex,TH,engaged_1,2,-0.0034614650549072423,-0.007658005832961945,0.004196540778054703,48
640887,Isocortex,TH,engaged_2,2,-0.011545377402894463,0.0049256237252960355,-0.0164710011281905,48
640887,Isocortex,TH,no_reward,2,-0.022796703338410662,-0.0469747548741945,0.02417805153578384,48
640890,Isocortex,TH,engaged_1,2,-0.0014856108648847455,-0.007913636967016857,0.006428026102132112,49
640890,Isocortex,TH,engaged_2,2,0.003328369090005723,-0.0048711965276058145,0.008199565617611537,49
640890,Isocortex,TH,no_reward,2,-0.008034018695505019,-0.007643159206041972,-0.00039085948946304683,49
642504,Isocortex,TH,engaged_1,2,-0.013704140224583161,-0.0011967873361325987,-0.012507352888450562,34
642504,Isocortex,TH,engaged_2,2,-0.01847747921595999,-0.005905573921922813,-0.012571905294037178,34
