_nwb_path,subject_id,transition_id,transition_order,effect_direction_multiplier,latency_direction_multiplier,included_in_transition_analysis,condition,real_pre_response_probability,real_pre_median_response_latency_seconds,real_pre_n_trials,real_pre_n_latency_responses,real_post_response_probability,real_post_median_response_latency_seconds,real_post_n_trials,real_post_n_latency_responses,pseudo_pre_response_probability,pseudo_pre_median_response_latency_seconds,pseudo_pre_n_trials,pseudo_pre_n_latency_responses,pseudo_post_response_probability,pseudo_post_median_response_latency_seconds,pseudo_post_n_trials,pseudo_post_n_latency_responses,real_step,pseudo_step,real_latency_step_seconds,pseudo_latency_step_seconds,n_real_window_trials,n_pseudo_window_trials,n_real_window_latency_responses,n_pseudo_window_latency_responses,pseudo_controlled_step,pseudo_controlled_latency_step_seconds,n_controlled_window_trials,n_controlled_window_latency_responses,real_step_estimable,pseudo_step_estimable,controlled_step_estimable,real_latency_estimable,pseudo_latency_estimable,controlled_latency_estimable
https://dandiarchive.s3.amazonaws.com/blobs/ecf/ff1/ecfff12c-b251-430f-9c0d-05025ad77f11,612090,reward_withdrawal,1,-1.0,1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,0.26573426573426573,0.5045454545454546,,,33,29,0,0,-0.2388111888111889,,62,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/ecf/ff1/ecfff12c-b251-430f-9c0d-05025ad77f11,612090,reward_restoration,2,1.0,-1.0,true,catch,0.0,,6,0,0.0,,4,0,0.0,,5,0,0.0,,5,0,0.0,0.0,,,10,10,0,0,0.0,,20,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/ecf/ff1/ecfff12c-b251-430f-9c0d-05025ad77f11,612090,reward_restoration,2,1.0,-1.0,true,go,0.0,,15,0,0.5,0.4793650000001435,12,6,0.06666666666666667,0.5272899999999936,15,1,0.2,0.645279999999957,15,3,0.5,0.13333333333333336,,-0.1179899999999634,27,30,6,4,0.36666666666666664,,57,10,true,true,true,false,true,false
https://dandiarchive.s3.amazonaws.com/blobs/ecf/ff1/ecfff12c-b251-430f-9c0d-05025ad77f11,612090,reward_restoration,2,1.0,-1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,0.5,0.13333333333333336,,,37,40,0,0,0.36666666666666664,,77,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/c78/ef5/c78ef53f-16de-4f5e-8235-afe87a226203,614547,reward_withdrawal,1,-1.0,1.0,true,catch,0.25,0.6786499999999478,4,1,0.25,0.21145000000001346,4,1,0.0,,2,0,0.25,0.2617199999999684,4,1,-0.0,-0.25,-0.46719999999993433,,8,6,2,1,0.25,,14,3,true,true,true,true,false,false
https://dandiarchive.s3.amazonaws.com/blobs/c78/ef5/c78ef53f-16de-4f5e-8235-afe87a226203,614547,reward_withdrawal,1,-1.0,1.0,true,go,0.875,0.3281299999999874,8,7,0.5333333333333333,0.3446500000000583,15,8,0.7272727272727273,0.3203149999999937,11,8,0.5,0.3448399999999765,6,3,0.3416666666666667,0.2272727272727273,0.016520000000070922,0.02452499999998281,23,17,15,11,0.11439393939393938,-0.008004999999911888,40,26,true,true,true,true,true,true
https://dandiarchive.s3.amazonaws.com/blobs/c78/ef5/c78ef53f-16de-4f5e-8235-afe87a226203,614547,reward_withdrawal,1,-1.0,1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,0.3416666666666667,0.4772727272727273,,,31,23,0,0,-0.13560606060606062,,54,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/c78/ef5/c78ef53f-16de-4f5e-8235-afe87a226203,614547,reward_restoration,2,1.0,-1.0,true,catch,0.0,,4,0,0.0,,3,0,0.16666666666666666,0.19255999999995765,6,1,0.0,,5,0,0.0,-0.16666666666666666,,,7,11,0,1,0.16666666666666666,,18,1,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/c78/ef5/c78ef53f-16de-4f5e-8235-afe87a226203,614547,reward_restoration,2,1.0,-1.0,true,go,0.0625,0.6952000000001135,16,1,1.0,0.3456500000002052,5,5,0.15384615384615385,0.3948400000000447,13,2,0.23076923076923078,0.395319999999856,13,3,0.9375,0.07692307692307693,0.3495499999999083,-0.00047999999981129804,21,26,6,5,0.8605769230769231,0.3500299999997196,47,11,true,true,true,true,true,true
https://dandiarchive.s3.amazonaws.com/blobs/c78/ef5/c78ef53f-16de-4f5e-8235-afe87a226203,614547,reward_restoration,2,1.0,-1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,0.9375,0.24358974358974358,,,28,37,0,0,0.6939102564102565,,65,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/e00/438/e0043830-9418-4875-88b6-c0b5aefca5ae,614547,reward_withdrawal,1,-1.0,1.0,true,catch,0.0,,2,0,0.16666666666666666,0.16137000000003354,6,1,0.0,,2,0,0.5,0.3272799999998597,2,1,-0.16666666666666666,-0.5,,,8,4,1,1,0.33333333333333337,,12,2,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/e00/438/e0043830-9418-4875-88b6-c0b5aefca5ae,614547,reward_withdrawal,1,-1.0,1.0,true,go,0.7777777777777778,0.3947899999999436,9,7,0.5833333333333334,0.36146999999994023,12,7,1.0,0.3447850000000585,6,6,1.0,0.3851649999999722,4,4,0.19444444444444442,-0.0,-0.03332000000000335,0.04037999999991371,21,10,14,10,0.19444444444444442,-0.07369999999991705,31,24,true,true,true,true,true,true
https://dandiarchive.s3.amazonaws.com/blobs/e00/438/e0043830-9418-4875-88b6-c0b5aefca5ae,614547,reward_withdrawal,1,-1.0,1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,0.36111111111111105,0.5,,,29,14,0,0,-0.13888888888888895,,43,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/e00/438/e0043830-9418-4875-88b6-c0b5aefca5ae,614547,reward_restoration,2,1.0,-1.0,true,catch,0.2,0.32785999999987325,5,1,0.0,,3,0,0.2,0.4612899999999627,5,1,0.0,,4,0,-0.2,-0.2,,,8,9,1,1,0.0,,17,2,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/e00/438/e0043830-9418-4875-88b6-c0b5aefca5ae,614547,reward_restoration,2,1.0,-1.0,true,go,0.26666666666666666,0.4282949999999346,15,4,0.8,0.35384499999986474,5,4,0.35714285714285715,0.37847000000010667,14,5,0.4,0.39492999999993117,15,6,0.5333333333333334,0.04285714285714287,0.07445000000006985,-0.016459999999824504,20,29,8,11,0.49047619047619057,0.09090999999989435,49,19,true,true,true,true,true,true
https://dandiarchive.s3.amazonaws.com/blobs/e00/438/e0043830-9418-4875-88b6-c0b5aefca5ae,614547,reward_restoration,2,1.0,-1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,0.7333333333333334,0.24285714285714288,,,28,38,0,0,0.49047619047619057,,66,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/e52/a35/e52a35c1-68c0-4750-9822-c73be5911a37,614547,reward_withdrawal,1,-1.0,1.0,true,catch,0.0,,3,0,0.25,0.37821999999982836,4,1,0.5,0.5611000000000104,2,1,0.0,,4,0,-0.25,0.5,,,7,6,1,1,-0.75,,13,2,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/e52/a35/e52a35c1-68c0-4750-9822-c73be5911a37,614547,reward_withdrawal,1,-1.0,1.0,true,go,0.7,0.3280700000000252,10,7,0.6666666666666666,0.3447649999999953,15,10,0.8,0.35332000000002495,5,4,0.8,0.30391499999996086,5,4,0.033333333333333326,-0.0,0.01669499999997015,-0.04940500000006409,25,10,17,8,0.033333333333333326,0.06610000000003424,35,25,true,true,true,true,true,true
https://dandiarchive.s3.amazonaws.com/blobs/e52/a35/e52a35c1-68c0-4750-9822-c73be5911a37,614547,reward_withdrawal,1,-1.0,1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,0.2833333333333333,-0.5,,,32,16,0,0,0.7833333333333333,,48,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/e52/a35/e52a35c1-68c0-4750-9822-c73be5911a37,614547,reward_restoration,2,1.0,-1.0,true,catch,0.25,0.6118099999998776,4,1,0.0,,1,0,0.0,,4,0,0.0,,6,0,-0.25,0.0,,,5,10,1,0,-0.25,,15,1,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/e52/a35/e52a35c1-68c0-4750-9822-c73be5911a37,614547,reward_restoration,2,1.0,-1.0,true,go,0.25,0.4281149999999343,16,4,0.75,0.32082999999988715,8,6,0.5,0.26142000000004373,14,7,0.42857142857142855,0.3370199999999386,14,6,0.5,-0.07142857142857145,0.10728500000004715,-0.07559999999989486,24,28,10,13,0.5714285714285714,0.182884999999942,52,23,true,true,true,true,true,true
https://dandiarchive.s3.amazonaws.com/blobs/e52/a35/e52a35c1-68c0-4750-9822-c73be5911a37,614547,reward_restoration,2,1.0,-1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,0.75,-0.07142857142857145,,,29,38,0,0,0.8214285714285714,,67,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/0bd/fcc/0bdfccec-c7f5-413e-b52d-4ad1895672fa,614608,reward_withdrawal,1,-1.0,1.0,true,catch,0.0,,4,0,0.0,,4,0,0.6666666666666666,0.3852899999999977,3,2,0.0,,4,0,-0.0,0.6666666666666666,,,8,7,0,2,-0.6666666666666666,,15,2,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/0bd/fcc/0bdfccec-c7f5-413e-b52d-4ad1895672fa,614608,reward_withdrawal,1,-1.0,1.0,true,go,0.7,0.41245999999978267,10,7,0.6666666666666666,0.43667500000003656,12,8,0.7272727272727273,0.4038949999999204,11,8,0.8181818181818182,0.4295999999999367,11,9,0.033333333333333326,-0.09090909090909094,0.024215000000253895,0.025705000000016298,22,22,15,17,0.12424242424242427,-0.0014899999997624036,44,32,true,true,true,true,true,true
https://dandiarchive.s3.amazonaws.com/blobs/0bd/fcc/0bdfccec-c7f5-413e-b52d-4ad1895672fa,614608,reward_withdrawal,1,-1.0,1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,0.033333333333333326,-0.7575757575757576,,,30,29,0,0,0.7909090909090909,,59,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/0bd/fcc/0bdfccec-c7f5-413e-b52d-4ad1895672fa,614608,reward_restoration,2,1.0,-1.0,true,catch,0.0,,5,0,0.0,,3,0,0.0,,4,0,0.0,,6,0,0.0,0.0,,,8,10,0,0,0.0,,18,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/0bd/fcc/0bdfccec-c7f5-413e-b52d-4ad1895672fa,614608,reward_restoration,2,1.0,-1.0,true,go,0.0,,13,0,0.5,0.4123799999997573,12,6,0.0,,15,0,0.09090909090909091,0.5452700000000732,11,1,0.5,0.09090909090909091,,,25,26,6,1,0.40909090909090906,,51,7,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/0bd/fcc/0bdfccec-c7f5-413e-b52d-4ad1895672fa,614608,reward_restoration,2,1.0,-1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,0.5,0.09090909090909091,,,33,36,0,0,0.40909090909090906,,69,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/170/d5f/170d5fde-4cd2-400a-9e5e-40fbcb9b6985,614608,reward_withdrawal,1,-1.0,1.0,true,catch,0.0,,3,0,0.0,,6,0,0.0,,4,0,0.5,0.42005000000000337,4,2,-0.0,-0.5,,,9,8,0,2,0.5,,17,2,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/170/d5f/170d5fde-4cd2-400a-9e5e-40fbcb9b6985,614608,reward_withdrawal,1,-1.0,1.0,true,go,0.5,0.3953999999999951,10,5,0.5,0.4102899999998044,14,7,0.7,0.36342000000001917,10,7,0.7,0.42914999999993597,10,7,-0.0,-0.0,0.014889999999809334,0.0657299999999168,24,20,12,14,0.0,-0.050840000000107466,44,26,true,true,true,true,true,true
https://dandiarchive.s3.amazonaws.com/blobs/170/d5f/170d5fde-4cd2-400a-9e5e-40fbcb9b6985,614608,reward_withdrawal,1,-1.0,1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,0.0,0.5,,,33,28,0,0,-0.5,,61,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/170/d5f/170d5fde-4cd2-400a-9e5e-40fbcb9b6985,614608,reward_restoration,2,1.0,-1.0,true,catch,0.16666666666666666,0.21129999999993743,6,1,0.0,,2,0,0.0,,5,0,0.0,,5,0,-0.16666666666666666,0.0,,,8,10,1,0,-0.16666666666666666,,18,1,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/170/d5f/170d5fde-4cd2-400a-9e5e-40fbcb9b6985,614608,reward_restoration,2,1.0,-1.0,true,go,0.23076923076923078,0.3950099999997292,13,3,0.6363636363636364,0.39586000000008426,11,7,0.15384615384615385,0.47838500000000295,13,2,0.5714285714285714,0.3867800000000443,14,8,0.40559440559440557,0.41758241758241754,-0.0008500000003550667,0.09160499999995864,24,27,10,10,-0.01198801198801197,-0.0924550000003137,51,20,true,true,true,true,true,true
https://dandiarchive.s3.amazonaws.com/blobs/170/d5f/170d5fde-4cd2-400a-9e5e-40fbcb9b6985,614608,reward_restoration,2,1.0,-1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,0.5722610722610723,0.41758241758241754,,,32,37,0,0,0.1546786546786547,,69,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/68c/a06/68ca0674-2a8a-4931-8d5b-10a3edfb0cfa,614608,reward_withdrawal,1,-1.0,1.0,true,catch,0.0,,5,0,0.0,,4,0,0.3333333333333333,0.3565399999999954,3,1,0.3333333333333333,0.37447999999994863,3,1,-0.0,-0.0,,0.017939999999953216,9,6,0,2,0.0,,15,2,true,true,true,false,true,false
https://dandiarchive.s3.amazonaws.com/blobs/68c/a06/68ca0674-2a8a-4931-8d5b-10a3edfb0cfa,614608,reward_withdrawal,1,-1.0,1.0,true,go,0.625,0.5590499999999565,8,5,0.5,0.44366500000012365,16,8,0.8333333333333334,0.36107000000004064,6,5,0.7777777777777778,0.47600999999997384,9,7,0.125,0.05555555555555558,-0.11538499999983287,0.1149399999999332,24,15,13,12,0.06944444444444442,-0.23032499999976608,39,25,true,true,true,true,true,true
https://dandiarchive.s3.amazonaws.com/blobs/68c/a06/68ca0674-2a8a-4931-8d5b-10a3edfb0cfa,614608,reward_withdrawal,1,-1.0,1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,0.125,0.05555555555555558,,,33,21,0,0,0.06944444444444442,,54,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/68c/a06/68ca0674-2a8a-4931-8d5b-10a3edfb0cfa,614608,reward_restoration,2,1.0,-1.0,true,catch,0.0,,4,0,0.5,0.4089899999999034,2,1,0.0,,4,0,0.0,,5,0,0.5,0.0,,,6,9,1,0,0.5,,15,1,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/68c/a06/68ca0674-2a8a-4931-8d5b-10a3edfb0cfa,614608,reward_restoration,2,1.0,-1.0,true,go,0.07142857142857142,0.4602899999999863,14,1,0.6666666666666666,0.4680999999998221,9,6,0.6363636363636364,0.3936300000000301,11,7,0.13333333333333333,0.41861999999991895,15,2,0.5952380952380952,-0.503030303030303,-0.007809999999835782,-0.024989999999888823,23,26,7,9,1.0982683982683983,0.01718000000005304,49,16,true,true,true,true,true,true
https://dandiarchive.s3.amazonaws.com/blobs/68c/a06/68ca0674-2a8a-4931-8d5b-10a3edfb0cfa,614608,reward_restoration,2,1.0,-1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,0.09523809523809523,-0.503030303030303,,,29,35,0,0,0.5982683982683983,,64,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/fd4/c49/fd4c4964-f02b-456e-af4d-b9407877d0de,614608,reward_withdrawal,1,-1.0,1.0,true,catch,0.25,0.4116300000000592,4,1,0.0,,4,0,0.25,0.3950999999999567,4,1,0.0,,4,0,0.25,0.25,,,8,8,1,1,0.0,,16,2,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/fd4/c49/fd4c4964-f02b-456e-af4d-b9407877d0de,614608,reward_withdrawal,1,-1.0,1.0,true,go,0.6666666666666666,0.5710749999999507,9,6,0.6428571428571429,0.3619899999998779,14,9,0.8,0.4629300000000285,10,8,0.7,0.41255999999998494,10,7,0.023809523809523725,0.10000000000000009,-0.2090850000000728,-0.05037000000004355,23,20,15,15,-0.07619047619047636,-0.15871500000002925,43,30,true,true,true,true,true,true
https://dandiarchive.s3.amazonaws.com/blobs/fd4/c49/fd4c4964-f02b-456e-af4d-b9407877d0de,614608,reward_withdrawal,1,-1.0,1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,-0.22619047619047628,-0.1499999999999999,,,31,28,0,0,-0.07619047619047636,,59,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/fd4/c49/fd4c4964-f02b-456e-af4d-b9407877d0de,614608,reward_restoration,2,1.0,-1.0,true,catch,0.0,,4,0,0.0,,3,0,0.0,,5,0,0.0,,5,0,0.0,0.0,,,7,10,0,0,0.0,,17,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/fd4/c49/fd4c4964-f02b-456e-af4d-b9407877d0de,614608,reward_restoration,2,1.0,-1.0,true,go,0.13333333333333333,0.4622199999998884,15,2,0.6666666666666666,0.40362999999979365,9,6,0.0,,14,0,0.0,,15,0,0.5333333333333333,0.0,0.05859000000009473,,24,29,8,0,0.5333333333333333,,53,8,true,true,true,true,false,false
https://dandiarchive.s3.amazonaws.com/blobs/fd4/c49/fd4c4964-f02b-456e-af4d-b9407877d0de,614608,reward_restoration,2,1.0,-1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,0.5333333333333333,0.0,,,31,39,0,0,0.5333333333333333,,70,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/333/44c/33344c82-0b1b-48ac-b5b1-ba6eac47f6e2,615047,reward_withdrawal,1,-1.0,1.0,true,catch,0.0,,1,0,0.8,0.44497499999988577,5,4,0.0,,3,0,0.0,,2,0,-0.8,-0.0,,,6,5,4,0,-0.8,,11,4,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/333/44c/33344c82-0b1b-48ac-b5b1-ba6eac47f6e2,615047,reward_withdrawal,1,-1.0,1.0,true,go,0.625,0.544589999999971,8,5,0.3076923076923077,0.21990999999991345,13,4,0.625,0.47938000000004877,8,5,0.4166666666666667,0.4788499999999658,12,5,0.3173076923076923,0.20833333333333331,-0.3246800000000576,-0.0005300000000829641,21,20,9,10,0.10897435897435898,-0.3241499999999746,41,19,true,true,true,true,true,true
https://dandiarchive.s3.amazonaws.com/blobs/333/44c/33344c82-0b1b-48ac-b5b1-ba6eac47f6e2,615047,reward_withdrawal,1,-1.0,1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,1.1173076923076923,0.20833333333333331,,,27,25,0,0,0.9089743589743591,,52,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/333/44c/33344c82-0b1b-48ac-b5b1-ba6eac47f6e2,615047,reward_restoration,2,1.0,-1.0,true,catch,0.6,0.2115299999995841,5,3,0.0,,1,0,0.4,0.5367049999999836,5,2,0.0,,4,0,-0.6,-0.4,,,6,9,3,2,-0.19999999999999996,,15,5,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/333/44c/33344c82-0b1b-48ac-b5b1-ba6eac47f6e2,615047,reward_restoration,2,1.0,-1.0,true,go,0.5,0.3786199999999553,14,7,0.0,,5,0,0.38461538461538464,0.32706000000007407,13,5,0.25,0.26157000000011976,12,3,-0.5,-0.13461538461538464,,0.06548999999995431,19,25,7,8,-0.36538461538461536,,44,15,true,true,true,false,true,false
https://dandiarchive.s3.amazonaws.com/blobs/333/44c/33344c82-0b1b-48ac-b5b1-ba6eac47f6e2,615047,reward_restoration,2,1.0,-1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,0.09999999999999998,0.2653846153846154,,,25,34,0,0,-0.1653846153846154,,59,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/4d8/ee0/4d8ee03a-8ed6-46af-baef-48bcdc3bda86,615047,reward_withdrawal,1,-1.0,1.0,true,catch,0.3333333333333333,0.4447699999999486,3,1,0.0,,4,0,0.0,,5,0,0.0,,2,0,0.3333333333333333,-0.0,,,7,7,1,0,0.3333333333333333,,14,1,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/4d8/ee0/4d8ee03a-8ed6-46af-baef-48bcdc3bda86,615047,reward_withdrawal,1,-1.0,1.0,true,go,0.4,0.5789349999999445,10,4,0.5,0.5700649999999996,12,6,0.46153846153846156,0.5454300000000387,13,6,0.6666666666666666,0.5774749999999358,9,6,-0.09999999999999998,-0.20512820512820507,-0.008869999999944866,0.03204499999989707,22,22,10,12,0.10512820512820509,-0.04091499999984194,44,22,true,true,true,true,true,true
https://dandiarchive.s3.amazonaws.com/blobs/4d8/ee0/4d8ee03a-8ed6-46af-baef-48bcdc3bda86,615047,reward_withdrawal,1,-1.0,1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,-0.4333333333333333,-0.20512820512820507,,,29,29,0,0,-0.22820512820512823,,58,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/4d8/ee0/4d8ee03a-8ed6-46af-baef-48bcdc3bda86,615047,reward_restoration,2,1.0,-1.0,true,catch,0.0,,2,0,0.0,,5,0,0.0,,3,0,0.0,,6,0,0.0,0.0,,,7,9,0,0,0.0,,16,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/4d8/ee0/4d8ee03a-8ed6-46af-baef-48bcdc3bda86,615047,reward_restoration,2,1.0,-1.0,true,go,0.0,,16,0,0.5,0.4782000000000153,6,3,0.0625,0.6283699999999044,16,1,0.3333333333333333,0.47790999999995165,12,4,0.5,0.2708333333333333,,0.15045999999995274,22,28,3,5,0.22916666666666669,,50,8,true,true,true,false,true,false
https://dandiarchive.s3.amazonaws.com/blobs/4d8/ee0/4d8ee03a-8ed6-46af-baef-48bcdc3bda86,615047,reward_restoration,2,1.0,-1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,0.5,0.2708333333333333,,,29,37,0,0,0.22916666666666669,,66,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/9b5/21d/9b521df8-c80b-4305-b5f5-6830e47015dc,615047,reward_withdrawal,1,-1.0,1.0,true,catch,0.0,,4,0,0.2,0.6451500000000578,5,1,0.0,,3,0,0.0,,4,0,-0.2,-0.0,,,9,7,1,0,-0.2,,16,1,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/9b5/21d/9b521df8-c80b-4305-b5f5-6830e47015dc,615047,reward_withdrawal,1,-1.0,1.0,true,go,0.18181818181818182,0.5711749999999824,11,2,0.13333333333333333,0.5948250000000144,15,2,0.0,,12,0,0.2,0.5782499999999686,10,2,0.04848484848484849,-0.2,0.023650000000031923,,26,22,4,2,0.2484848484848485,,48,6,true,true,true,true,false,false
https://dandiarchive.s3.amazonaws.com/blobs/9b5/21d/9b521df8-c80b-4305-b5f5-6830e47015dc,615047,reward_withdrawal,1,-1.0,1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,0.2484848484848485,-0.2,,,35,29,0,0,0.4484848484848485,,64,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/9b5/21d/9b521df8-c80b-4305-b5f5-6830e47015dc,615047,reward_restoration,2,1.0,-1.0,true,catch,0.0,,4,0,,,0,0,0.0,,3,0,0.0,,5,0,,0.0,,,4,8,0,0,,,12,0,false,true,false,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/9b5/21d/9b521df8-c80b-4305-b5f5-6830e47015dc,615047,reward_restoration,2,1.0,-1.0,true,go,0.13333333333333333,0.5870250000000397,15,2,0.0,,1,0,0.23076923076923078,0.6120599999999286,13,3,0.07692307692307693,0.44544999999993706,13,1,-0.13333333333333333,-0.15384615384615385,,0.1666099999999915,16,26,2,4,0.020512820512820523,,42,6,true,true,true,false,true,false
https://dandiarchive.s3.amazonaws.com/blobs/9b5/21d/9b521df8-c80b-4305-b5f5-6830e47015dc,615047,reward_restoration,2,1.0,-1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,,-0.15384615384615385,,,20,34,0,0,,,54,0,false,true,false,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/a25/64a/a2564a07-a0cb-4376-b229-bb8586440a65,615047,reward_withdrawal,1,-1.0,1.0,true,catch,0.0,,4,0,0.0,,4,0,0.0,,4,0,0.0,,4,0,-0.0,-0.0,,,8,8,0,0,0.0,,16,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/a25/64a/a2564a07-a0cb-4376-b229-bb8586440a65,615047,reward_withdrawal,1,-1.0,1.0,true,go,0.23076923076923078,0.6300899999999956,13,3,0.3333333333333333,0.5286599999999453,15,5,0.3,0.5626700000000255,10,3,0.15384615384615385,0.6452999999999065,13,2,-0.10256410256410253,0.14615384615384613,-0.10143000000005031,0.08262999999988097,28,23,8,5,-0.24871794871794867,-0.18405999999993128,51,13,true,true,true,true,true,true
https://dandiarchive.s3.amazonaws.com/blobs/a25/64a/a2564a07-a0cb-4376-b229-bb8586440a65,615047,reward_withdrawal,1,-1.0,1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,-0.10256410256410253,0.14615384615384613,,,36,31,0,0,-0.24871794871794867,,67,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/a25/64a/a2564a07-a0cb-4376-b229-bb8586440a65,615047,reward_restoration,2,1.0,-1.0,true,catch,0.0,,5,0,0.0,,3,0,0.0,,6,0,0.0,,5,0,0.0,0.0,,,8,11,0,0,0.0,,19,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/a25/64a/a2564a07-a0cb-4376-b229-bb8586440a65,615047,reward_restoration,2,1.0,-1.0,true,go,0.0,,15,0,0.4,0.4877400000000307,10,4,0.35714285714285715,0.5451900000000478,14,5,0.21428571428571427,0.5944499999998243,14,3,0.4,-0.14285714285714288,,-0.04925999999977648,25,28,4,8,0.5428571428571429,,53,12,true,true,true,false,true,false
https://dandiarchive.s3.amazonaws.com/blobs/a25/64a/a2564a07-a0cb-4376-b229-bb8586440a65,615047,reward_restoration,2,1.0,-1.0,true,go_minus_catch,,,,,,,,,,,,,,,,,0.4,-0.14285714285714288,,,33,39,0,0,0.5428571428571429,,72,0,true,true,true,false,false,false
https://dandiarchive.s3.amazonaws.com/blobs/75d/9d0/75d9d091-e7db-47d1-aac4-d41133e29393,615048,reward_withdrawal,1,-1.0,1.0,true,catch,0.2,0.5794099999999389,5,1,0.25,0.6469499999999471,8,2,0.0,,3,0,0.0,,3,0,-0.04999999999999999,-0.0,0.06754000000000815,,13,6,3,0,-0.04999999999999999,,19,3,true,true,true,true,false,false
https://dandiarchive.s3.amazonaws.com/blobs/75d/9d0/75d9d091-e7db-47d1-aac4-d41133e29393,615048,reward_withdrawal,1,-1.0,1.0,true,go,0.3333333333333333,0.4632599999999911,9,3,0.5555555555555556,0.4458399999998619,9,5,0.75,0.39659999999992124,4,3,0.6666666666666666,0.438054999999963,9,6,-0.22222222222222227,0.08333333333333337,-0.01742000000012922,0.041455000000041764,18,13,8,9,-0.30555555555555564,-0.058875000000170985,31,17,true,true,true,true,true,true
