_nwb_path,subject_id,ecephys_session_id,perturbation_family,condition,interpretation_scope,reward_block,n_trials,response_probability,mean_axis_score
https://dandiarchive.s3.amazonaws.com/blobs/9ae/cb7/9aecb778-a5a0-4554-8b06-3af01005fea5,623319,1209073822,contrast,reduced,within_identity_im115_contrast,engaged_2,12,0.5833333333333334,-0.2938642937401366
https://dandiarchive.s3.amazonaws.com/blobs/9ae/cb7/9aecb778-a5a0-4554-8b06-3af01005fea5,623319,1209073822,contrast,reduced,within_identity_im115_contrast,no_reward,19,0.0,-0.21658641003474396
https://dandiarchive.s3.amazonaws.com/blobs/5d9/4f7/5d94f7f7-daa2-4d2d-93a5-1bd2bc02e141,623322,1200471383,contrast,reduced,within_identity_im115_contrast,engaged_1,7,0.5714285714285714,0.09520560202520488
https://dandiarchive.s3.amazonaws.com/blobs/5d9/4f7/5d94f7f7-daa2-4d2d-93a5-1bd2bc02e141,623322,1200471383,contrast,reduced,within_identity_im115_contrast,engaged_2,14,0.2857142857142857,-0.25901249722173486
https://dandiarchive.s3.amazonaws.com/blobs/5d9/4f7/5d94f7f7-daa2-4d2d-93a5-1bd2bc02e141,623322,1200471383,contrast,reduced,within_identity_im115_contrast,no_reward,15,0.26666666666666666,-0.3141070201826383
https://dandiarchive.s3.amazonaws.com/blobs/3d6/dc4/3d6dc44c-8001-467b-be23-96ba4b22da97,623322,1200659846,contrast,reduced,within_identity_im115_contrast,engaged_1,9,0.3333333333333333,-0.11152707273789209
https://dandiarchive.s3.amazonaws.com/blobs/3d6/dc4/3d6dc44c-8001-467b-be23-96ba4b22da97,623322,1200659846,contrast,reduced,within_identity_im115_contrast,engaged_2,17,0.23529411764705882,-0.21904948781765401
https://dandiarchive.s3.amazonaws.com/blobs/3d6/dc4/3d6dc44c-8001-467b-be23-96ba4b22da97,623322,1200659846,contrast,reduced,within_identity_im115_contrast,no_reward,16,0.0,-0.23309080387162734
https://dandiarchive.s3.amazonaws.com/blobs/d0e/7e5/d0e7e549-f015-47fe-baa5-db8170c52771,623322,1200878248,contrast,reduced,within_identity_im115_contrast,engaged_1,9,0.5555555555555556,0.09820368265830096
https://dandiarchive.s3.amazonaws.com/blobs/d0e/7e5/d0e7e549-f015-47fe-baa5-db8170c52771,623322,1200878248,contrast,reduced,within_identity_im115_contrast,engaged_2,14,0.2857142857142857,-0.26540550305385535
https://dandiarchive.s3.amazonaws.com/blobs/d0e/7e5/d0e7e549-f015-47fe-baa5-db8170c52771,623322,1200878248,contrast,reduced,within_identity_im115_contrast,no_reward,17,0.0,-0.269841634942053
https://dandiarchive.s3.amazonaws.com/blobs/4bd/cd2/4bdcd217-633c-4841-a9b1-208c117f5ea3,626279,1214217748,contrast,reduced,within_identity_im115_contrast,engaged_1,8,0.75,0.11628806191159143
https://dandiarchive.s3.amazonaws.com/blobs/4bd/cd2/4bdcd217-633c-4841-a9b1-208c117f5ea3,626279,1214217748,contrast,reduced,within_identity_im115_contrast,engaged_2,13,0.6923076923076923,-0.17985463302490792
https://dandiarchive.s3.amazonaws.com/blobs/4bd/cd2/4bdcd217-633c-4841-a9b1-208c117f5ea3,626279,1214217748,contrast,reduced,within_identity_im115_contrast,no_reward,17,0.0,-0.25914097856377966
https://dandiarchive.s3.amazonaws.com/blobs/8bb/124/8bb12481-57e1-4f9d-95f0-c2ec49f2e338,632295,1218795542,contrast,reduced,within_identity_im115_contrast,engaged_1,5,0.4,-0.20067933910858732
https://dandiarchive.s3.amazonaws.com/blobs/8bb/124/8bb12481-57e1-4f9d-95f0-c2ec49f2e338,632295,1218795542,contrast,reduced,within_identity_im115_contrast,engaged_2,14,0.21428571428571427,-0.15743579835542412
https://dandiarchive.s3.amazonaws.com/blobs/8bb/124/8bb12481-57e1-4f9d-95f0-c2ec49f2e338,632295,1218795542,contrast,reduced,within_identity_im115_contrast,no_reward,17,0.058823529411764705,-0.22552391764447627
https://dandiarchive.s3.amazonaws.com/blobs/db1/7c5/db17c503-6c6e-44c4-921f-4b0ddfa6dbdb,632295,1219127153,contrast,reduced,within_identity_im115_contrast,engaged_1,6,0.5,-0.17070837652850246
https://dandiarchive.s3.amazonaws.com/blobs/db1/7c5/db17c503-6c6e-44c4-921f-4b0ddfa6dbdb,632295,1219127153,contrast,reduced,within_identity_im115_contrast,engaged_2,11,0.45454545454545453,-0.2055801161401817
https://dandiarchive.s3.amazonaws.com/blobs/db1/7c5/db17c503-6c6e-44c4-921f-4b0ddfa6dbdb,632295,1219127153,contrast,reduced,within_identity_im115_contrast,no_reward,19,0.10526315789473684,-0.24810664880979727
https://dandiarchive.s3.amazonaws.com/blobs/d8b/8a9/d8b8a9fb-eda0-459f-a722-60a69961c992,638387,1229654875,contrast,reduced,within_identity_im115_contrast,engaged_1,10,0.4,0.013124507963224272
https://dandiarchive.s3.amazonaws.com/blobs/d8b/8a9/d8b8a9fb-eda0-459f-a722-60a69961c992,638387,1229654875,contrast,reduced,within_identity_im115_contrast,engaged_2,10,0.4,-0.09181118572511726
https://dandiarchive.s3.amazonaws.com/blobs/d8b/8a9/d8b8a9fb-eda0-459f-a722-60a69961c992,638387,1229654875,contrast,reduced,within_identity_im115_contrast,no_reward,12,0.08333333333333333,-0.17480115618471323
https://dandiarchive.s3.amazonaws.com/blobs/584/1b8/5841b844-3102-4b4f-8f2c-e4cd23ec8f45,640887,1234203203,contrast,reduced,within_identity_im115_contrast,engaged_1,9,0.3333333333333333,-0.13516315071234355
https://dandiarchive.s3.amazonaws.com/blobs/584/1b8/5841b844-3102-4b4f-8f2c-e4cd23ec8f45,640887,1234203203,contrast,reduced,within_identity_im115_contrast,engaged_2,17,0.17647058823529413,-0.2528270945585602
https://dandiarchive.s3.amazonaws.com/blobs/584/1b8/5841b844-3102-4b4f-8f2c-e4cd23ec8f45,640887,1234203203,contrast,reduced,within_identity_im115_contrast,no_reward,20,0.05,-0.33173810948713794
https://dandiarchive.s3.amazonaws.com/blobs/cfc/bf1/cfcbf155-cb15-455d-8450-0ef256540990,640887,1234410451,contrast,reduced,within_identity_im115_contrast,engaged_1,10,0.0,-0.06332081193689196
https://dandiarchive.s3.amazonaws.com/blobs/cfc/bf1/cfcbf155-cb15-455d-8450-0ef256540990,640887,1234410451,contrast,reduced,within_identity_im115_contrast,engaged_2,16,0.625,-0.06690774557990481
https://dandiarchive.s3.amazonaws.com/blobs/cfc/bf1/cfcbf155-cb15-455d-8450-0ef256540990,640887,1234410451,contrast,reduced,within_identity_im115_contrast,no_reward,20,0.1,-0.27780371102983764
https://dandiarchive.s3.amazonaws.com/blobs/13d/b29/13db29ff-1454-412d-8680-ecd7a38c6f95,640890,1232430325,contrast,reduced,within_identity_im115_contrast,engaged_1,10,0.6,0.051818481291966464
https://dandiarchive.s3.amazonaws.com/blobs/13d/b29/13db29ff-1454-412d-8680-ecd7a38c6f95,640890,1232430325,contrast,reduced,within_identity_im115_contrast,engaged_2,16,0.8125,-0.06046579722387144
