transition_id,transition_order,anchor_type,condition,bin_index,analysis_block,relative_trial_start,relative_trial_stop,relative_trial_center,n_mice_inventory,n_mice_response_contributing,n_sessions_response_contributing,n_trials_contributing,n_responses_contributing,response_probability,response_probability_ci_low,response_probability_ci_high,response_bootstrap_seed,n_mice_latency_contributing,n_sessions_latency_contributing,n_latency_responses_contributing,mean_session_median_response_latency_seconds,response_latency_ci_low,response_latency_ci_high,latency_bootstrap_seed,confidence_level,bootstrap_resamples,ci_method,aggregation,latency_estimand
reward_withdrawal,1,pseudo,go,3,engaged_1,17,24,20.5,27,27,83,455,277,0.6347773368606702,0.5528771678424458,0.7171738131981188,11121,27,75,277,0.4468836419752718,0.4187426030092185,0.4739838611110809,11122,0.95,10000,mouse_percentile_bootstrap,equal-session mean within mouse; equal-mouse mean,mean across mice of equal-session means of session-median response latency
reward_withdrawal,1,real,catch,-3,engaged_1,-24,-17,-20.5,27,27,97,268,33,0.13004115226337448,0.08461934156378602,0.1795781893004115,11123,19,30,33,0.4151147368420654,0.3553633267543733,0.48198632894732396,11124,0.95,10000,mouse_percentile_bootstrap,equal-session mean within mouse; equal-mouse mean,mean across mice of equal-session means of session-median response latency
reward_withdrawal,1,real,catch,-2,engaged_1,-16,-9,-12.5,27,27,96,244,30,0.1345164609053498,0.08256172839506173,0.19598765432098766,11125,18,25,30,0.4387089814814355,0.37243419907402603,0.5089858680554957,11126,0.95,10000,mouse_percentile_bootstrap,equal-session mean within mouse; equal-mouse mean,mean across mice of equal-session means of session-median response latency
reward_withdrawal,1,real,catch,-1,engaged_1,-8,-1,-4.5,27,27,99,268,33,0.12710905349794238,0.07361111111111111,0.18719393004115223,11127,17,24,33,0.4126314705882187,0.35029378676467854,0.47765653676469344,11128,0.95,10000,mouse_percentile_bootstrap,equal-session mean within mouse; equal-mouse mean,mean across mice of equal-session means of session-median response latency
reward_withdrawal,1,real,catch,1,no_reward,1,8,4.5,27,27,98,269,21,0.08122427983539095,0.0467065329218107,0.12119341563786008,11129,15,19,21,0.4148578888888589,0.35688580277778925,0.46719573333329323,11130,0.95,10000,mouse_percentile_bootstrap,equal-session mean within mouse; equal-mouse mean,mean across mice of equal-session means of session-median response latency
reward_withdrawal,1,real,catch,2,no_reward,9,16,12.5,27,27,97,243,27,0.1118312757201646,0.06800154320987656,0.15936213991769546,11131,16,23,27,0.3883826041666592,0.3311369374999618,0.44572441666665874,11132,0.95,10000,mouse_percentile_bootstrap,equal-session mean within mouse; equal-mouse mean,mean across mice of equal-session means of session-median response latency
reward_withdrawal,1,real,catch,3,no_reward,17,24,20.5,27,27,99,268,26,0.10756172839506173,0.06435185185185184,0.15663580246913578,11133,16,19,26,0.3701087499999183,0.2993045156248979,0.44273492968734124,11134,0.95,10000,mouse_percentile_bootstrap,equal-session mean within mouse; equal-mouse mean,mean across mice of equal-session means of session-median response latency
reward_withdrawal,1,real,go,-3,engaged_1,-24,-17,-20.5,27,27,97,508,301,0.6050852439741328,0.5303218694885362,0.6789691725455614,11135,27,88,301,0.4338062654320792,0.4104173437499783,0.4559967870370199,11136,0.95,10000,mouse_percentile_bootstrap,equal-session mean within mouse; equal-mouse mean,mean across mice of equal-session means of session-median response latency
reward_withdrawal,1,real,go,-2,engaged_1,-16,-9,-12.5,27,27,99,548,345,0.651168430335097,0.5737942754262199,0.7284329071134626,11137,27,92,345,0.451555663580221,0.4220114899691167,0.48057645601848786,11138,0.95,10000,mouse_percentile_bootstrap,equal-session mean within mouse; equal-mouse mean,mean across mice of equal-session means of session-median response latency
reward_withdrawal,1,real,go,-1,engaged_1,-8,-1,-4.5,27,27,99,524,347,0.6827527924750145,0.6033873456790123,0.7587235449735449,11139,27,93,347,0.4550347993826723,0.42294317554009964,0.4873376265431461,11140,0.95,10000,mouse_percentile_bootstrap,equal-session mean within mouse; equal-mouse mean,mean across mice of equal-session means of session-median response latency
reward_withdrawal,1,real,go,1,no_reward,1,8,4.5,27,27,99,523,287,0.5617724867724867,0.4736386684303351,0.6483785273368606,11141,27,88,287,0.44719115740736276,0.41140450501541304,0.48163043171293507,11142,0.95,10000,mouse_percentile_bootstrap,equal-session mean within mouse; equal-mouse mean,mean across mice of equal-session means of session-median response latency
reward_withdrawal,1,real,go,2,no_reward,9,16,12.5,27,27,99,549,239,0.44401822457378015,0.3755926660787772,0.5135367063492063,11143,27,86,239,0.4631284413579817,0.424970373456753,0.49922345640426397,11144,0.95,10000,mouse_percentile_bootstrap,equal-session mean within mouse; equal-mouse mean,mean across mice of equal-session means of session-median response latency
reward_withdrawal,1,real,go,3,no_reward,17,24,20.5,27,27,99,524,164,0.3269032921810699,0.26718694885361555,0.385921149323927,11145,27,75,164,0.4686810956789821,0.4324349189814622,0.5020530486110623,11146,0.95,10000,mouse_percentile_bootstrap,equal-session mean within mouse; equal-mouse mean,mean across mice of equal-session means of session-median response latency
